Order Date,Ship_mod,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
7/20/2022,Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,182.55,2,0.5,-135.087
7/25/2021,Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,88.768,2,0.2,31.0688
4/13/2024,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,53.088,7,0.8,-108.8304
9/9/2022,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,275.88,6,0,46.8996
1/11/2022,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,157.9,5,0,74.213
12/1/2023,Standard Class,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Labels,4.91,1,0,2.4059
12/25/2023,Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,87.92,4,0,0.8792
8/15/2021,Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,5.98,1,0,2.9302
4/18/2021,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Phones,222.384,2,0.2,16.6788
3/8/2021,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,16,4,0.2,5.6
1/24/2024,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,21.84,3,0,10.92
7/4/2023,Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,15.6,5,0,7.644
3/3/2024,Second Class,Corporate,United States,Troy,New York,12180,East,Office Supplies,Envelopes,247.84,8,0,121.4416
7/5/2023,Second Class,Corporate,United States,Troy,New York,12180,East,Office Supplies,Binders,9.912,3,0.2,3.3453
8/10/2022,First Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,69.52,2,0,17.38
5/12/2023,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,11.52,4,0,3.2256
11/22/2023,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,717.72,3,0.2,71.772
8/6/2022,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,236.5,10,0,68.585
8/30/2024,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,170.352,3,0.2,19.1646
8/7/2024,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,145.764,2,0.1,3.2392
3/15/2024,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,107.97,3,0,22.6737
12/20/2024,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,143.96,5,0.2,1.7995
7/25/2022,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Copiers,2399.96,5,0.2,569.9905
6/16/2021,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,74.352,3,0.2,23.235
12/9/2022,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,87.168,8,0.8,-226.6368
12/26/2023,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,32.232,3,0.2,2.4174
2/13/2024,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,2.202,2,0.7,-1.5414
7/22/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,9.396,3,0.7,-7.5168
3/4/2022,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,89.97,3,0,25.1916
10/13/2022,First Class,Corporate,United States,Athens,Georgia,30605,South,Office Supplies,Art,12.78,3,0,5.2398
3/20/2024,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,40,2,0.2,0.5
3/30/2021,Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,23.24,5,0.2,7.553
4/25/2022,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,908.82,9,0,227.205
12/2/2021,Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Supplies,5.552,2,0.2,-1.041
3/23/2024,Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Art,8.016,3,0.2,1.002
11/18/2022,Standard Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Chairs,74.592,4,0.3,-2.1312
5/7/2021,Standard Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,16.784,2,0.6,-22.2388
1/18/2022,Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,38.864,4,0.8,-99.1032
3/6/2021,First Class,Home Office,United States,San Diego,California,92024,West,Technology,Phones,203.976,3,0.2,25.497
11/26/2022,First Class,Home Office,United States,San Diego,California,92024,West,Furniture,Tables,674.352,3,0.2,-8.4294
12/28/2024,Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,5.388,4,0.7,-4.49
4/9/2023,Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Art,30.976,8,0.2,5.0336
6/24/2024,First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,1350.12,6,0,175.5156
12/21/2023,First Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,15.92,4,0,7.4824
7/13/2024,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,19.54,2,0,7.2298
3/31/2022,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Art,21.4,5,0,6.206
10/21/2024,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Labels,12.6,2,0,5.796
12/15/2021,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,11.96,2,0,3.1096
10/3/2022,Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,138,2,0,34.5
9/23/2023,Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Technology,Phones,116.76,1,0.2,14.595
2/24/2022,Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Tables,331.023,7,0.45,-114.3534
1/22/2022,Same Day,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,756.8,5,0,75.68
7/9/2021,Standard Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,8.736,3,0.6,-4.8048
1/7/2021,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.08,2,0,2.0672
1/3/2023,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,17.46,2,0,5.9364
12/12/2024,Standard Class,Consumer,United States,San Francisco,California,94109,West,Technology,Machines,369.16,11,0.2,32.3015
11/18/2021,First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,2.912,2,0.2,0.91
10/6/2022,First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,20.736,4,0.2,7.2576
9/28/2024,First Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,9.568,2,0.2,2.99
2/3/2024,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Paper,30.18,3,0,13.8828
1/6/2021,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,51.648,12,0.2,18.7224
1/2/2023,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,11.232,3,0.2,3.9312
7/29/2021,Standard Class,Consumer,United States,Camarillo,California,93010,West,Office Supplies,Labels,14.73,3,0,7.2177
12/27/2021,Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,16.4,5,0,4.756
12/27/2021,Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Paper,25.92,4,0,12.4416
6/14/2023,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,8.82,3,0,2.5578
10/18/2021,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,62.496,2,0.2,21.8736
1/3/2022,First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,339.96,4,0,122.3856
11/26/2021,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.568,2,0.2,17.3488
6/6/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,274.491,3,0.7,-228.7425
8/17/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,137.94,3,0,35.8644
8/8/2022,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Accessories,40.68,3,0.2,-7.119
4/24/2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,110.376,3,0.2,12.4173
1/27/2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,151.62,7,0,50.0346
6/18/2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,30.8,4,0,10.164
1/23/2021,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,123.92,5,0.2,38.725
7/24/2024,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,1319.8,5,0.2,214.4675
8/31/2024,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,89.712,6,0.2,30.2778
5/31/2023,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,22.83,3,0,10.7301
4/20/2023,First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,30.88,2,0,15.44
10/12/2023,First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,465.16,2,0,120.9416
10/7/2022,First Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,27.12,4,0,12.4752
6/19/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,113.6,8,0,44.304
5/31/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0,6.3504
8/22/2021,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,69.456,2,0.2,22.5732
5/13/2024,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,8.64,3,0,2.4192
4/14/2022,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Machines,341.991,3,0.7,-319.1916
2/20/2022,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,43.96,7,0,18.4632
11/9/2024,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,39.76,7,0,18.6872
1/11/2023,Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,66.36,7,0,26.544
6/28/2023,Second Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,92.88,6,0.2,30.186
12/25/2021,Second Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Furnishings,24.14,2,0,7.9662
2/10/2022,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,4416.174,9,0.3,-630.882
12/1/2023,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,49.56,7,0,18.8328
10/21/2022,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,354.9,5,0,17.745
8/4/2021,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,15.12,3,0.2,4.914
5/5/2024,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,302.45,5,0.5,-199.617
8/12/2022,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,44.672,8,0.2,-10.0512
9/4/2023,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,119.98,2,0,35.994
5/14/2022,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,989.97,3,0,395.988
3/31/2023,Standard Class,Corporate,United States,Hollywood,Florida,33021,South,Office Supplies,Labels,9.216,4,0.2,3.3408
2/8/2024,Standard Class,Corporate,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,68.52,3,0,31.5192
7/17/2024,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Appliances,364.74,3,0,109.422
10/30/2021,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Furniture,Furnishings,47.4,5,0,21.33
9/10/2023,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Storage,49.76,4,0,13.9328
8/29/2024,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,5.56,2,0,1.4456
7/29/2023,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,629.1,6,0,301.968
7/29/2021,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,14.7,5,0,3.969
10/5/2021,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Paper,45.36,7,0,21.7728
10/24/2021,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Technology,Phones,125.99,1,0,35.2772
6/5/2021,Second Class,Corporate,United States,Thousand Oaks,California,91360,West,Office Supplies,Art,14.7,7,0,4.116
1/7/2024,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,32.7,5,0.4,-6.54
11/11/2024,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,31.68,4,0.2,11.088
1/26/2023,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,181.86,7,0,50.9208
5/25/2023,Second Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,155.372,2,0.3,-35.5136
2/5/2024,Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.428,3,0.7,-11.19
8/31/2022,Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,67.136,4,0.2,-0.8392
11/22/2022,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Paper,89.568,2,0.2,32.4684
5/11/2023,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Furnishings,315.776,8,0.2,31.5776
3/22/2022,Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Bookcases,273.666,2,0.15,-12.8784
4/1/2021,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,17.48,4,0,4.5448
4/10/2023,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Supplies,20.608,2,0.2,-4.3792
4/16/2024,Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,4.095,3,0.7,-2.73
4/17/2021,Standard Class,Home Office,United States,Helena,Montana,59601,West,Technology,Phones,339.96,5,0.2,42.495
11/13/2021,Standard Class,Home Office,United States,Helena,Montana,59601,West,Furniture,Furnishings,63.98,7,0,21.7532
1/20/2022,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,799.92,10,0.2,239.976
3/21/2024,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,35.984,2,0.2,4.498
1/8/2023,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,389.97,3,0,132.5898
2/20/2023,Same Day,Corporate,United States,Yuma,Arizona,85364,West,Technology,Accessories,185.528,7,0.2,48.7011
8/1/2023,Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,2541.98,2,0,1270.99
2/9/2022,Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.988
11/9/2023,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094
2/14/2021,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Art,25.92,5,0.2,3.888
6/16/2021,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,66.112,2,0.2,-9.0904
4/6/2024,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,46.36,4,0,15.2988
8/20/2023,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Accessories,6.9,1,0,0.552
9/15/2021,Standard Class,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,57.69,3,0,23.6529
10/4/2022,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Machines,559.71,3,0.4,-121.2705
3/17/2021,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,305.01,9,0,76.2525
9/9/2023,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,50.784,2,0.2,17.7744
1/10/2024,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,26.01,9,0,12.2247
2/11/2022,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,649,2,0.5,-272.58
5/27/2022,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,59.99,7,0,21.5964
12/12/2021,Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Furniture,Furnishings,20.24,1,0,7.8936
7/23/2022,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,37.84,2,0.2,2.838
2/2/2022,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Fasteners,5.472,6,0.2,1.8468
12/27/2021,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,77.24,5,0.2,7.724
9/21/2022,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,292.1,4,0.5,-175.26
6/9/2024,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,8.544,2,0.6,-7.476
1/20/2024,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,424.116,6,0.3,-30.294
3/11/2022,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164
10/9/2024,First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Storage,381.72,5,0.2,-66.801
11/4/2021,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Chairs,97.184,2,0.2,6.074
8/23/2024,Standard Class,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Paper,10.368,2,0.2,3.6288
3/28/2022,Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,890.841,3,0.3,-152.7156
3/1/2023,Second Class,Consumer,United States,San Jose,California,95123,West,Technology,Accessories,72,4,0,12.96
10/24/2021,Second Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,113.888,2,0.2,9.9652
1/19/2024,Second Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Envelopes,158.13,3,0,77.4837
4/10/2022,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,14.13,3,0,0.7065
6/28/2024,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,64.75,5,0,29.1375
5/2/2021,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,1.872,2,0.7,-1.3104
1/4/2023,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,11.214,2,0.7,-8.5974
8/20/2021,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Art,37.376,8,0.2,7.4752
7/22/2024,Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Technology,Phones,286.4,1,0.2,25.06
9/2/2022,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,43.92,3,0,12.7368
9/13/2023,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,142.182,1,0.4,-37.9152
7/8/2024,Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Paper,19.608,3,0.2,6.6177
2/22/2023,Standard Class,Corporate,United States,Hillsboro,Oregon,97123,West,Office Supplies,Binders,4.158,7,0.7,-3.465
3/25/2021,Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,979.95,5,0,264.5865
11/19/2021,Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,135.3,5,0,37.884
11/7/2021,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,8.904,3,0.2,3.339
8/28/2024,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Accessories,100.8,2,0.2,21.42
8/20/2024,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,41.96,2,0,10.9096
11/28/2022,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,9.45,3,0,4.536
7/24/2024,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Appliances,400.8,5,0,112.224
12/26/2021,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,28.792,1,0.2,10.0772
9/20/2023,Standard Class,Home Office,United States,Burbank,California,91505,West,Furniture,Furnishings,111,2,0,14.43
7/27/2022,Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,1279.968,4,0.2,415.9896
12/18/2021,Standard Class,Home Office,United States,Burbank,California,91505,West,Office Supplies,Storage,1856.19,7,0,334.1142
1/1/2022,First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,22.752,6,0.6,-8.532
9/6/2022,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,61.542,1,0.4,-13.3341
5/12/2022,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,81.438,7,0.7,-65.1504
11/5/2021,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,67.36,2,0.2,10.104
5/4/2022,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,54.528,3,0.2,14.3136
7/7/2021,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,843.9,2,0,371.316
11/17/2024,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,449.568,2,0.2,56.196
7/10/2022,First Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,15.51,1,0,3.8775
6/6/2021,Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,192.186,3,0.1,36.3018
4/22/2023,First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,5.76,2,0,1.6128
7/14/2024,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Chairs,67.88,2,0,18.3276
6/10/2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Labels,162.89,13,0,76.5583
5/19/2024,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Furnishings,25.71,3,0,9.2556
6/12/2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,191.88,6,0,19.188
12/17/2023,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,721.875,6,0.45,-420
3/9/2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,73.568,4,0.2,-16.5528
2/23/2021,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,13.584,1,0.2,1.3584
5/21/2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,64.784,1,0.2,-12.147
9/12/2024,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,176.772,3,0.8,-459.6072
3/1/2024,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,38.82,6,0,19.41
2/20/2024,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,21.9,5,0,10.512
7/7/2024,Standard Class,Consumer,United States,Modesto,California,95351,West,Technology,Accessories,111.79,7,0,43.5981
6/30/2022,Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,445.44,8,0.4,-81.664
4/16/2022,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,16.52,5,0.2,5.369
9/13/2024,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,29.9,5,0,13.455
4/15/2023,Second Class,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,116.4,8,0,52.38
3/12/2022,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,1.408,1,0.2,0.1584
2/11/2022,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,169.568,2,0.2,0
7/5/2024,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,251.964,6,0.4,-50.3928
3/19/2021,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,523.764,3,0.4,-192.0468
4/1/2021,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0,9.3312
12/15/2023,First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,194.352,3,0.2,-36.441
1/2/2021,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,36.624,3,0.2,13.734
9/7/2021,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,340.182,3,0.4,-73.7061
12/18/2024,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,12.672,8,0.2,2.6928
9/14/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.888,2,0.7,-5.0512
11/30/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,32.544,2,0.2,-7.7292
12/13/2022,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,347.802,7,0.3,-24.843
5/13/2021,First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3,0.7,-11.937
9/27/2021,Second Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Labels,4.608,2,0.2,1.6704
1/17/2024,Standard Class,Corporate,United States,Garden City,Kansas,67846,Central,Technology,Phones,257.98,2,0,74.8142
5/19/2021,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,153.78,11,0,44.5962
5/19/2023,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Storage,61.02,3,0,0.6102
5/24/2022,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,110.11,7,0,31.9319
6/26/2022,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.89,1,0,3.5505
10/23/2024,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,36.024,3,0.2,11.7078
6/5/2023,First Class,Corporate,United States,Bloomington,Illinois,61701,Central,Office Supplies,Art,54.336,4,0.2,5.4336
6/18/2023,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Storage,92.52,6,0,24.9804
5/27/2022,Same Day,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Art,10.272,3,0.2,1.1556
7/12/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Storage,40.74,3,0,0.4074
9/29/2023,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Labels,14.4,5,0,7.056
2/26/2021,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,149.95,5,0,41.986
12/13/2021,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Supplies,16.9,2,0,5.07
5/27/2023,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,17.61,3,0,8.4528
